Tweet_ID,Created_At,Text,Username,User_Followers,Retweet_Count,Like_Count,Language,Hashtags,User_Verified
1905083197404197142,2025-03-27 02:23:23,"Exactly. There are none. $HOOD delivered, $SOFI did not. If you can’t see that clearly now, you shouldn’t be investing in the stock market. Buy index funds. https://t.co/XCtKCbgMcK",LarryB31314,164,0,0,en,,False
1905083197068832792,2025-03-27 02:23:23,"RT @bworldph: The project, called Sentria Storeys Vermosa, responds to market demand for homes that balance urban conveniences with open sp…",PatrickValisno,100,3,0,en,,False
1905083194375860647,2025-03-27 02:23:22,RT @elonmusk: Turns out @FT can’t do finance,drob65147366,1936,20249,0,en,,False
1905083193759322231,2025-03-27 02:23:22,"RT @ChrisBarrett: World Liberty Financial just gave Chainlink a major shoutout on stage at the DC Blockchain Summit. Appreciate you, @ZachW…",Link_Hodlr420,1497,39,0,en,,False
1905083193641804072,2025-03-27 02:23:22,@hubaermi If you need my strategy and analysis to help develop your trading experience and also learn more about the Stock and Crypto Market.  Signals and Real-time updates on TG(Telegram). 🚀🚀🚀  JOIN HERE:  https://t.co/RS72wOxjR8,Ufuk11289654,0,0,0,en,,False
1905083193251995895,2025-03-27 02:23:22,RT @bandrui0: This entire admin is a laughing stock https://t.co/9ppVU2xbpU,Stabbitha2,1111,15,0,en,,False
1905083193231130886,2025-03-27 02:23:22,@etail_market @AN1ghtingale,WonWill430,97,0,0,qam,,False
1905083193205924199,2025-03-27 02:23:22,RT @GuntoGotEm: 🚨 BREAKING 🚨   $DOG will be adding 3-6 T-1 EXCHANGES to this list within this year.  Potential for $DOG to be bought on sto…,skull_head96,1714,182,0,en,,False
1905083192463524132,2025-03-27 02:23:22,RT @WallStreetApes: Democrat Rep Susie Lee caught insider trading of the Ukraine war  - She bought stock in a German war weapons manufactur…,serenesedona,1568,4295,0,en,,False
1905083192043798690,2025-03-27 02:23:22,"@CryptoCPriest I've never seen a trader as perfect as @Fx_Crs_Scott he's a true market analysis genius he turned my $3,700 to $41,970 in two days! His guidance as been the key to my success in the crypto world. Follow him👉 @Fx_Crs_Scott",BryanJAndrew,143,0,0,en,,False
1905083190357925943,2025-03-27 02:23:21,GIFT NIFTY is indicating #Nifty flat to negative opening.  Market is reacting negatively due to Trump Tarrifs plan to be announced on 2nd April.  Telegram :https://t.co/j33DC6gE2h  #StockMarket #Nifty50 #KunalKamra #Trump #TarriffWar #TradeWar #sharemarket  #reciprocaltariffs https://t.co/pGXRa8pscc,nmanalysis1,46,0,0,en,"Nifty, StockMarket, Nifty50, KunalKamra, Trump, TarriffWar, TradeWar, sharemarket, reciprocaltariffs",False
1905083188755759506,2025-03-27 02:23:21,RT @_jeheyniii: Nakaka-amaze si Kim umarte! Paano niya nagagawang magpatambay ng luha sa mga mata ng hindi tumutulo? 😭   Ang galing-galing…,honeybuendia,903,82,0,tl,,False
1905083187987898801,2025-03-27 02:23:21,Looks like the global crypto market cap is forming its local bottom.  Exciting days might be just around the corner - can you feel the momentum building?  #Crypto #BTC #ETH https://t.co/dPnKaSQhGJ,mm__alpha,506,0,0,en,"Crypto, BTC, ETH",False
1905083186562134378,2025-03-27 02:23:21,“the housing market is still suffering because potential buyers can't afford the high home prices along with high mortgage rates.”  Wells Fargo warns worrying housing market indicator is at level not seen since the Great Recession | Daily Mail Online https://t.co/14eaCjaf98,TheRebelPatient,36657,0,0,en,,False
1905083186406920443,2025-03-27 02:23:21,RT @YieldNestFi: YieldNest provides sustainable yield by focusing on current strategies while maintaining flexibility for future opportunit…,Mojarab1980,45,38,0,en,,False
1905083184536039546,2025-03-27 02:23:20,"RT @PFRDAOfficial: #PFRDA has issued regulations for #UPS under #NPS, effective April 1, 2025.  Enrolment &amp; claim forms will be available o…",gurpinar16205,0,30,0,en,"PFRDA, UPS, NPS",False
1905083184481722561,2025-03-27 02:23:20,RT @ryangerritsen: May of 2021 Trudeau stood in the HOC and told Canadians that every shot being approved by Health Canada was safe &amp; effec…,nancyvictoria,8739,1865,0,en,,False
1905083184116621746,2025-03-27 02:23:20,RT @justerrolldixon: So let me get this straight— we rally behind someone who has repeatedly extracted value from the market and even serve…,Salty_Sailor77,184,14,0,en,,False
1905083184070476171,2025-03-27 02:23:20,RT @Reuters: British finance minister Rachel Reeves on Wednesday announced cuts to spending plans and lower economic growth forecasts in he…,0ok,1143,2,0,en,,False
1905083184020435221,2025-03-27 02:23:20,selling amc for robux: 1k amc -&gt; 10 robux with tax   stock: 100k dm/comment to purchase,surediav,558,0,0,en,,False
1905083183126770157,2025-03-27 02:23:20,"RT @monsieurTY_: I want to be at Taeyong's flea market so bad because everything is so cheap, and the money you pay is for a good cause....…",07Taeyong,145,63,0,en,,False
1905083182698971199,2025-03-27 02:23:20,"@Rip_Vertigo @tugboat621 @OverwatchNaeri we have been waiting for something to happen in 9 years, if they did nothing long ago, they will do nothing now, without lore any interest in ow is lost, there is no magic, is just another game like any other in the market, expensive shit, battle pass, there is nothing",trabucooo1,104,0,0,en,,False
1905083182380364150,2025-03-27 02:23:20,"RT @1Y8__: 🔥Introducing BLOBA Token🚀 Rising from the ashes of bear markets, this Solana-based meme coin is born to defy the odds🚨  Join the…",HKO2023468,0,4,0,en,,False
1905083181931348120,2025-03-27 02:23:19,ゴンベさん(@gonbe202408)の初Brain紹介ページを読んだ私。 ｢え？｣｢無理やん！｣｢え？？｣｢そんなことできるんやー！！｣と、頭の中が騒がしかったです。笑 当たり前と思っていたことから少し視点をずらしたら、道が開けるかもしんない。頭ガチガチやと損しますね😇 https://t.co/2hvLWxkxza #ad https://t.co/ILL8TVnX45,neiro_con_anima,1380,0,0,ja,ad,False
1905083181625208841,2025-03-27 02:23:19,"RT @Saylorsatsire: Checkmate. GameStop is raising $1.3 BILLION, not for stock buybacks, not for debt repayments… but to BUY #Bitcoin. The b…",paradigmshiftxo,1032,153,0,en,Bitcoin,False
1905083180517851391,2025-03-27 02:23:19,"Bajaj Finance has surged more than 45% from its 52-week low of Rs 6,375.55, recorded on 4 June 2024.  #BajajFin https://t.co/MW0UnrxIQp",siramitji1,60636,0,0,en,BajajFin,False
1905083179943231773,2025-03-27 02:23:19,the job market sucks so bad !! like I just have to pay my bills pls that's all,xostargirl7,1994,0,0,en,,False
1905083179850932339,2025-03-27 02:23:19,RT @WallStreetApes: Democrat Rep Susie Lee caught insider trading of the Ukraine war  - She bought stock in a German war weapons manufactur…,WincerDude,971,4295,0,en,,False
1905083175451132191,2025-03-27 02:23:18,"RT @ao_padrao: 🚀 Bitcoin surpasses 87K! IMF recognizes it as a global reserve and the crypto market SKYROCKETS! Solana, DOGE, and others ar…",manoel49263113,4,5,0,en,,False
1905083175321407870,2025-03-27 02:23:18,"RT @JohnStossel: Rent control CRUSHED Argentina’s housing market.   Then libertarian president @JMilei scrapped it.   Activists screamed, b…",leonwagler,2282,2100,0,en,,False
1905083174859710841,2025-03-27 02:23:18,@Bitso #SPX6900 Flipping the stock market. https://t.co/ukqXIh9Ozq,GallieniAlex,31,0,0,en,SPX6900,False
1905083173303705860,2025-03-27 02:23:17,#LUNAwin🔥  HOT HOT earn CASH with OUR crypto pump!🌐🌌🎉  🎁Welcome: https://t.co/QDgyjpmkkR  6U38d5S9 @RanaLuq37217292 @David__Philips @MDxx98 @KellyEl41302828 @husseinsule @Blindmoose9 @Abukeyu @GoPhrazy @rjlvsu @keshav_finance,alvarezlor76400,0,0,0,en,LUNAwin,False
1905083171718205701,2025-03-27 02:23:17,"@ashumadan4 I've never seen a trader as perfect as @Fx_Crs_Scott he's a true market analysis genius he turned my $3,700 to $41,970 in two days! His guidance as been the key to my success in the crypto world. Follow him👉 @Fx_Crs_Scott",BryanJAndrew,143,0,0,en,,False
1905083171089109351,2025-03-27 02:23:17,RT @Paikoun_: 📉 $PI is dipping!  But smart Pioneers know... every dip is an opportunity.   Is it time to pivot from mining to mastering the…,joefiz,638,27,0,en,,False
1905083170845761851,2025-03-27 02:23:17,"RT @unich_com: 🚨 NEW LISTING!  $CHILL (SOL Arena) will be listed on #Unich Pre-Market OTC!  ⏰ Trading starts: 04:30 AM, Mar 25 (UTC)  ✨ Sup…",MaAbenir,696,21714,0,en,Unich,False
1905083170459886023,2025-03-27 02:23:17,RT @ThomasScovell: @ZssBecker Check out @AlkimiExchange $ADS - bringing advertising on-chain.    📰Advertising is a $663B market → $1 Trilli…,berliner24,1204,6,0,en,,False
1905083169419776157,2025-03-27 02:23:16,"RT @MorgenRochard: Want passive income?  1. Buy and hold bitcoin  2. No tenants, broken toilets, or property taxes 3. Your “passive income”…",ck_SNARKs,47223,1,0,en,,False
1905083169272926374,2025-03-27 02:23:16,@JaredStillman @Titans It's called getting clicks from big market fanbases,exterminatorx,295,0,0,en,,False
1905083167544836479,2025-03-27 02:23:16,"📉 Johnson &amp; Johnson ($JNJ): Rally May Be Short-Lived 📷   Projections suggest $JNJ's rally could face challenges, with potential declines ahead. Stay informed on the latest analysis: https://t.co/G0udJI851e",lcparodi,4348,0,0,en,,False
1905083167016362407,2025-03-27 02:23:16,RT @Orbiter_Finance: Orbiter &amp; Soneium Badges are live on @soneium   1⃣ Bridge 1 tx to Soneium to claim BETA Badge 2⃣ Bridge 3 tx to Soneiu…,Jonasgino_,87,5620,0,en,,False
1905083166853067019,2025-03-27 02:23:16,"RT @committeeonccp: As American CEO's gather in Beijing for the China Development Forum, remember that investing in China: ➡️ Weakens Ameri…",LZ666_,12,106,0,en,,False
1905083165422793073,2025-03-27 02:23:16,@SmartReversals If market goes down bitcoin cannot do too well right?,cc_tankumo,88,0,0,en,,False
1905083165091495961,2025-03-27 02:23:15,"📢 📢 We're adding a new dimension to gamma exposure analysis. This sneak peek shows our upcoming feature that reveals not just where options activity is concentrated, but which side market participants are taking.   Traditional GEX only shows volume. By revealing directionality, https://t.co/fj6VgNL3ym",thegexstream,127,0,0,en,,False
1905083163551871403,2025-03-27 02:23:15,"Nvidia's momentum in AI continues unshaken! With exciting product roadmaps and strong partnerships, 2025 promises aggressive expansion for NVDA.    https://t.co/XfAcWfCPaG https://t.co/eqZ3kJnRY6",aetherLori,5,0,0,en,,False
1905083162612609114,2025-03-27 02:23:15,"IHSG Turun, CBDK Malah Melonjak https://t.co/UFFg8CybPI via @InvestorID",InvestorID,38577,0,0,in,,False
1905083162327199928,2025-03-27 02:23:15,RT @REIQAcom: 🎁 FREE ACCESS for Limited Time!  Real Estate Education System for Investors &amp; Wholesalers seeking Real Estate Mentoring &amp; Coa…,JeffFilali,5221,2,0,en,,False
1905083162239127749,2025-03-27 02:23:15,"RT @AFRICANDEMOC: Dear Donald Trump,   We have successfully developed a cure for HIV.   A market valued at one trillion billion dollars is…",LakaJu_SA,3,4753,0,en,,False
1905083161882587346,2025-03-27 02:23:15,"@RealMarkHe Thanks for your response. In my mind if we are at the beginning of a halving-cycle bull market, the Nav erosion should be minimal until a Bitcoin bear market in 2026. Maybe, MSTR’s volatility in a bear market would still maintain the stock price.  I’m considering the risks",ElectricElphnt,458,0,0,en,,False
1905083160708166006,2025-03-27 02:23:14,"Hi everyone! My name is Alyssa Thomas. Welcome to my X 🥰❤️ Some things about me: i love sucking cock, sugar daddy’s are accepted and appreciated, i recently bought a long purple strap from the farmers market (slightly worn). Slide in the DMs if you want the link to my only fans!",daddysgurl_69,2,0,0,en,,False
1905083158694863013,2025-03-27 02:23:14,@joeroganhq Its not a “free market”. When everyone is winning… why would anyone ever blow the whistle?,NB27XlBspWHv3Q1,82,0,0,en,,False
1905083157545623570,2025-03-27 02:23:14,"RT @Pravink58141601: Cow school is at random at the wisdom of cow,i was surprised at mid night to dark morning the cow herds were running t…",Pravink58141601,2935,52,0,en,,False
1905083156606443639,2025-03-27 02:23:13,RT @WazzCrypto: 2 exchanges just tag teammed to rape another exchange publicly and you still think this market is not PvP   LOL,min17992010,689,50,0,en,,False
1905083156174360904,2025-03-27 02:23:13,"RT @the_yescoin: All Eyes on $YES 🔥  We’re proud to share that Yescoin has been featured on https://t.co/ZN8OPkd8TA, one of the most truste…",mdhasanmahmud78,67,1403,0,en,,False
1905083154588697087,2025-03-27 02:23:13,RT @forexearly: Forex Trading Plan Number 9646  Is Ready Now  Including trading plans for up to 28 pairs that are trending on at least the…,joelbeal,174,1,0,en,,False
1905083153846264043,2025-03-27 02:23:13,@ThrillaRilla369 the entire stock market is fake,combat_matrix,2079,0,0,en,,False
1905083153041264806,2025-03-27 02:23:13,@AbirSar02524548 @pb3060 @TheDeshBhakt https://t.co/1BXydQTih9,Sandeepdhanotiy,4,0,0,qme,,False
1905083151891734898,2025-03-27 02:23:12,"My favorite Mosaic product is Mosaic Chain!  A fast, finance-focused blockchain built for the next generation of decentralized apps.  Looking forward to what it unlocks. 🌐  #MosaicGalaxy @MosaicChain",mi_m57504,0,0,0,en,MosaicGalaxy,False
1905083151526805763,2025-03-27 02:23:12,@orion0kane @NX_Finance Will check out @NX_Finance,prosperoG_,481,0,0,en,,False
1905083150126203097,2025-03-27 02:23:12,"The 2 days ""feels good"" rally is over. This market wants to go retest the lows at a minimum...NVDA headwinds manufactured by China...since when China cared about energy efficiency...DeepSeek was the beginning and now it goes on with these nonsense to sink NVDA, without $NVDA",EderaCapital,215,0,0,en,,False
1905083147647070284,2025-03-27 02:23:11,"@nikitabier I've never seen a trader as perfect as @Fx_Crs_Scott he's a true market analysis genius he turned my $3,700 to $41,970 in two days! His guidance as been the key to my success in the crypto world. Follow him👉 @Fx_Crs_Scott",BryanJAndrew,143,0,0,en,,False
1905083145755521470,2025-03-27 02:23:11,"RT @allo_xyz: Allo has partnered with @SwarmMarkets to explore cross-platform asset listings, including RWA assets, tokenized funds, and to…",JaHi460154,45,2254,0,en,,False
1905083145449283903,2025-03-27 02:23:11,RT @JennaLynnMeowri: FARMERS MARKET STREAM  LIVE NOW ON: https://t.co/HLVgvWKXhV https://t.co/I2oQYeJBt1,_flacko001,0,354,0,en,,False
1905083145386410164,2025-03-27 02:23:11,@WhiteHouse @VP If compa is don't want the tariffs make your product in America. Simple solution. Why should American businesses be put out of business because a foreign company can make a cheaper quality product then flood the market with it? Why would you buy a cheap condom not tested?,HAnkney56793,5,0,0,en,,False
1905083144895914269,2025-03-27 02:23:11,"RT @Zillioncoins: 🚀 Amnis (AMI) TGE: A Game-Changer for Aptos! 🚀  Today, Amnis Finance unveiled $AMI, and it didn’t just launch—it took off…",AOlson52361,111,12,0,en,,False
1905083144140656751,2025-03-27 02:23:10,"RT @stealthygeek: Donald Trump just made it basically impossible to buy a small, entry-level car in the US.  Why? Because Ford, GM, and Chr…",Mtn_Gma,15497,22,0,en,,False
1905083142240632975,2025-03-27 02:23:10,@libsoftiktok @GovKathyHochul Remember during Covid when Hochul awarded a state contract worth hundreds of millions of dollars for Covid home tests with a donor who overcharged by 100%+ above market?  Shes an incompetent and corrupt NY Dem,cessna2409,436,0,0,en,,False
1905083141821452636,2025-03-27 02:23:10,"Sentiment Analysis: AI can scan social media, news, and forums to gauge market sentiment and assist investment decisions.   @UnleashBenjamin  @LightBenjamin  #zonauang #zonajajan @ShadowBenjamin  @LilBenji  @StoryProtocol  @StoryEcosystem @Boithebear",ok8711405120176,15,0,0,en,"zonauang, zonajajan",False
1905083141129118117,2025-03-27 02:23:10,RT @JLMelenchon: Bayrou a-t-il autorisé ses ministres Retailleau et Valls à participer ce soir à un meeting de soutien à Netanyahu organisé…,lefauconnwaar,986,2540,0,fr,,False
1905083140227444793,2025-03-27 02:23:10,"RT @RapidResponse47: 🚨 UAW: “This afternoon, the Trump administration announced major tariffs on passenger cars and trucks entering the U.S…",Judy16996923,1799,740,0,en,,False
1905083139762110817,2025-03-27 02:23:09,RT @thisttv: Emojicoin Meta | March Madness 🏎️📈🧩  The first edition was a massive success and now we are back for round two.   Emojis are n…,Gemswizzard,38526,15,0,en,,False
1905083139615060432,2025-03-27 02:23:09,"RT @PropBlockRWA: 📊 AI-driven property valuation.  Our AI model continuously updates real estate values, risk assessments, and market trend…",IsmailHakkiS824,0,30,0,en,,False
1905083138541490418,2025-03-27 02:23:09,RT @huimmel: Reposting    helps   more  than you   know!   Thanks!   6   readystock    layout  pinkeu Ningning    foto   terbaru   yang bis…,rawbloosom,687,106,0,en,,False
1905083137534685357,2025-03-27 02:23:09,🔥 Big News!  #ElonMusk officially introduces the X Token.🎉  ➞ 𝗽𝗶𝗻 𝗽𝗼𝘀𝘁 https://t.co/SMj9gSo1HG  sMEQc @dasisernon56655  @sextonsswansea  @rzzawidya  @injztherapper  @btclimitedire  @itsduckinggood  @keyssa323  @angelam09263348  @douggerald17  @stock_stupid,Rensstanle77432,0,0,0,en,ElonMusk,False
1905083137412956212,2025-03-27 02:23:09,รายละเอียดคร่าวๆ สำหรับโครงการ WIP - ส่งคลิป 10 นาทีพร้อมรายละเอียดโครงการ - คัดรอบแรก 10  รอบสอง 6 รอบสุดท้ายชิง 2 รางวัล  1. Project with the Most Investment Value  2. Most Innovative Production Team  และรางวัลรวมทุกโครงการ Project with the Most Market Attention 1 รางวัล,Mystory_IC,1916,0,0,und,,False
1905083136498679971,2025-03-27 02:23:09,"RT @ScottPresler: Final Statement On Pennsylvania Senate District 36  Since December 2024, we have been getting out the vote for SD36. We h…",Steadmanjohn62,4045,3455,0,en,,False
1905083135886242191,2025-03-27 02:23:08,RT @LLuciano_BTC: Keep an eye on $ADA; I'm anticipating another big move. ✍️  Strong fundamentals and increasing adoption make @Cardano a r…,DetraTessi45208,0,400,0,en,,False
1905083135693586781,2025-03-27 02:23:08,"RT @openmainnet: Let's remain focused on the vision of Nicolas and the Pi Network. While current market prices may be discouraging, our pri…",lb_hmad,343,31,0,en,,False
1905083135240396896,2025-03-27 02:23:08,"RT @Girlpatriot1974: The shipping company CMACGM announced they will be investing $20 billion in US shipping and logistics, which will crea…",colvardkat,328,56,0,en,,False
1905083134636654607,2025-03-27 02:23:08,RT @Cointelegraph: 🔥 LATEST: The market cap of stablecoin $USDC has surpassed $60 billion for the first time. https://t.co/MrMsS20OgU,kdisla,17589,84,0,en,,False
1905083134540181890,2025-03-27 02:23:08,"RT @nekkojelly: Help Repost, thankss    ꒰ ... Mosshi—moshh !!  Aku datang membawa layout ready stock rs gg bg ulzzang, harga udah tertera d…",nekkojelly,415,1,0,in,,False
1905083134196256823,2025-03-27 02:23:08,RT @impossiblefi: gMonad 💜 The @monad_xyz testnet is officially Live on Impossible Finance!  Join now and complete the tasks to receive an…,NamHo510379,0,9110,0,en,,False
1905083133520650563,2025-03-27 02:23:08,RT @goFomoSwap: Market Forecast: 100% Chance of Volatility!   Be ready.  Be fast.  Be on FomoSwap. https://t.co/bGVhX3aOpx https://t.co/Vxt…,sobi38155092,0,531,0,en,,False
1905083133273530856,2025-03-27 02:23:08,"At a critical moment of global business restructuring, Chinese enterprises face unprecedented opportunities and challenges in their internationalization journey. When Huawei encountered a trademark squatting crisis in Munich, Germany, and when a new…https://t.co/Hn83b7eDlv",tmsoo_com,0,0,0,en,,False
1905083133109711162,2025-03-27 02:23:08,"RT @JohnStossel: Rent control CRUSHED Argentina’s housing market.   Then libertarian president @JMilei scrapped it.   Activists screamed, b…",luzell_gimeke06,2771,2100,0,en,,False
1905083132845392200,2025-03-27 02:23:08,RT @WallStreetApes: Democrat Rep Susie Lee caught insider trading of the Ukraine war  - She bought stock in a German war weapons manufactur…,Looneyzsis,1755,4295,0,en,,False
1905083131457364091,2025-03-27 02:23:07,RT @MagicNewton: Newton is financial freedom on autopilot.  The trust layer for autonomous finance.  Read the Newton Keystore litepaper 👇…,chief45546399,2,134351,0,en,,False
